0.0	0.29000000000000004	speech
1.61	15.62	speech
17.61	4.479999999999999	speech
22.39	1.76	speech
24.47	1.2799999999999996	speech
26.169999999999998	2.700000000000001	speech
29.23	1.8399999999999983	speech
32.330000000000005	0.5199999999999909	speech
33.17	0.13999999999999546	speech
36.21	3.779999999999996	speech
40.59	7.579999999999993	speech
48.63	5.039999999999994	speech
54.370000000000005	3.539999999999994	speech
58.830000000000005	0.15999999999999148	speech
59.910000000000004	1.6599999999999986	speech
62.290000000000006	1.4799999999999918	speech
65.01	1.1000000000000034	speech
66.63000000000001	1.1199999999999994	speech
68.19	0.38000000000000456	speech
69.41000000000001	0.3399999999999983	speech
